timestamp,temp_C,DO_mgL,pH,TAN_mgL,NO2N_mgL,NO3N_mgL,alkalinity_mgL,flow_m3_h,feed_kg_h,biomass_kg
2026-03-05T13:00,13.6,9.99,6.95,0.064,0.0005,30.2,175,108,2.6,4820
2026-03-05T14:00,13.55,10.04,6.94,0.038,0,28.9,181,108,2.6,4820
2026-03-05T15:00,13.48,9.77,6.98,0.07,0,28.8,180,108,2.6,4820
2026-03-05T16:00,13.31,9.88,6.94,0.044,0,29.3,179,108,2.6,4820
2026-03-05T17:00,13.41,9.77,6.98,0.053,0,28.3,180,108,2.6,4820
2026-03-05T18:00,13.26,9.98,6.97,0.061,0.0014,29.0,181,108,2.6,4820
2026-03-05T19:00,13.32,9.95,7.05,0.067,0.0016,28.0,177,108,2.6,4820
2026-03-05T20:00,13.35,9.79,7.06,0.083,0.0004,28.1,171,108,2.6,4820
2026-03-05T21:00,13.43,9.85,7.08,0.064,0,29.1,175,108,2.6,4820
2026-03-05T22:00,13.55,10.15,7.12,0.051,0,28.2,181,108,2.6,4820
2026-03-05T23:00,13.6,9.92,7.12,0.052,0,28.3,170,108,2.6,4820
2026-03-06T00:00,13.71,9.94,7.13,0.062,0,28.2,181,108,2.6,4820
2026-03-06T01:00,13.96,9.84,7.15,0.072,0,27.7,175,108,2.6,4820
2026-03-06T02:00,14.14,10.03,7.15,0.059,0.0038,28.0,177,108,2.6,4820
2026-03-06T03:00,14.3,9.88,7.16,0.064,0.0013,29.0,176,108,2.6,4820
2026-03-06T04:00,14.13,9.93,7.13,0.067,0.0053,28.4,181,108,2.6,4820
2026-03-06T05:00,14.22,10.12,7.13,0.075,0.001,28.2,185,108,2.6,4820
2026-03-06T06:00,14.24,9.97,7.09,0.075,0,28.2,177,108,2.6,4820
2026-03-06T07:00,14.29,9.83,7.07,0.066,0.0035,27.4,177,108,2.6,4820
2026-03-06T08:00,14.27,9.95,7.03,0.054,0.0045,29.2,186,108,2.6,4820
2026-03-06T09:00,14.14,9.95,7.03,0.068,0.0062,27.0,182,108,2.6,4820
2026-03-06T10:00,14.05,9.96,7.02,0.059,0.0011,28.1,178,108,2.6,4820
2026-03-06T11:00,13.96,9.75,6.97,0.079,0.0028,27.7,178,108,2.6,4820
2026-03-06T12:00,13.86,9.88,6.95,0.066,0.0048,26.7,183,108,2.6,4820
2026-03-06T13:00,13.63,10.06,6.94,0.067,0,27.2,182,108,2.6,4820
2026-03-06T14:00,13.62,9.98,6.94,0.077,0,27.5,178,108,2.6,4820
2026-03-06T15:00,13.41,9.95,6.95,0.07,0,27.0,182,108,2.6,4820
2026-03-06T16:00,13.38,10.06,6.98,0.077,0.0091,26.7,181,108,2.6,4820
2026-03-06T17:00,13.3,10.1,7.01,0.047,0,27.5,181,108,2.6,4820
2026-03-06T18:00,13.34,9.99,7.0,0.078,0,27.6,169,108,2.6,4820
2026-03-06T19:00,13.36,10.04,7.01,0.068,0,27.1,174,108,2.6,4820
2026-03-06T20:00,13.31,9.95,7.03,0.077,0.0041,26.7,182,108,2.6,4820
2026-03-06T21:00,13.45,10.01,7.08,0.084,0,26.6,177,108,2.6,4820
2026-03-06T22:00,13.55,10.05,7.09,0.067,0.0018,26.1,179,108,2.6,4820
2026-03-06T23:00,13.69,10.14,7.12,0.077,0.0071,27.1,175,108,2.6,4820
2026-03-07T00:00,13.78,9.97,7.15,0.073,0,25.3,177,108,2.6,4820
2026-03-07T01:00,13.8,9.9,7.15,0.065,0,26.5,172,108,2.6,4820
2026-03-07T02:00,13.95,9.78,7.13,0.062,0.0064,25.6,181,108,2.6,4820
2026-03-07T03:00,14.07,9.94,7.15,0.073,0.0023,27.2,179,108,2.6,4820
2026-03-07T04:00,14.24,10.02,7.12,0.071,0.0033,26.0,185,108,2.6,4820
2026-03-07T05:00,14.16,10.05,7.11,0.071,0,25.8,172,108,2.6,4820
2026-03-07T06:00,14.31,10.07,7.13,0.062,0,25.6,182,108,2.6,4820
2026-03-07T07:00,14.23,10.05,7.06,0.086,0,25.1,172,108,2.6,4820
2026-03-07T08:00,14.19,10.04,7.01,0.069,0.0019,26.8,183,108,2.6,4820
2026-03-07T09:00,14.08,10.08,7.03,0.068,0,25.5,172,108,2.6,4820
2026-03-07T10:00,14.14,9.88,6.96,0.074,0,25.6,179,108,2.6,4820
2026-03-07T11:00,13.92,9.79,6.99,0.078,0,25.5,179,108,2.6,4820
2026-03-07T12:00,13.75,10.05,6.95,0.082,0,26.5,187,108,2.6,4820
2026-03-07T13:00,13.58,10.21,6.96,0.088,0.0009,25.1,176,108,2.6,4820
2026-03-07T14:00,13.54,10.05,6.94,0.074,0,24.4,178,108,2.6,4820
2026-03-07T15:00,13.39,10.08,6.95,0.084,0.002,25.2,178,108,2.6,4820
2026-03-07T16:00,13.36,10.05,6.96,0.067,0.0054,24.9,175,108,2.6,4820
2026-03-07T17:00,13.29,10.0,6.97,0.072,0.0046,24.3,169,108,2.6,4820
2026-03-07T18:00,13.26,9.99,6.97,0.094,0.0026,23.9,175,108,2.6,4820
2026-03-07T19:00,13.42,9.99,7.03,0.094,0.0098,25.4,179,108,2.6,4820
2026-03-07T20:00,13.39,9.94,7.06,0.069,0.0002,24.0,178,108,2.6,4820
2026-03-07T21:00,13.45,9.92,7.12,0.081,0,24.7,182,108,2.6,4820
2026-03-07T22:00,13.52,9.85,7.09,0.072,0.0021,24.4,174,108,2.6,4820
2026-03-07T23:00,13.65,10.04,7.12,0.076,0,23.1,173,108,2.6,4820
2026-03-08T00:00,13.9,9.97,7.11,0.087,0,23.6,178,108,2.6,4820
2026-03-08T01:00,13.93,9.83,7.15,0.083,0,23.7,179,108,2.6,4820
2026-03-08T02:00,14.09,9.96,7.16,0.096,0.0047,24.6,184,108,2.6,4820
2026-03-08T03:00,14.14,10.08,7.14,0.069,0.0008,23.5,177,108,2.6,4820
2026-03-08T04:00,14.13,10.0,7.12,0.097,0.004,23.7,177,108,2.6,4820
2026-03-08T05:00,14.23,9.98,7.12,0.094,0.007,23.6,172,108,2.6,4820
2026-03-08T06:00,14.25,9.9,7.07,0.103,0.0009,22.6,181,108,2.6,4820
2026-03-08T07:00,14.36,9.95,7.07,0.084,0.0011,23.8,183,108,2.6,4820
2026-03-08T08:00,14.31,10.13,7.06,0.097,0,23.3,179,108,2.6,4820
2026-03-08T09:00,14.13,9.98,7.03,0.078,0.0058,23.6,179,108,2.6,4820
2026-03-08T10:00,14.11,10.05,7.01,0.06,0,22.9,174,108,2.6,4820
2026-03-08T11:00,13.94,9.97,6.99,0.077,0.0081,22.8,173,108,2.6,4820
2026-03-08T12:00,13.81,9.95,6.97,0.101,0,22.4,179,108,2.6,4820
2026-03-08T13:00,13.72,10.05,6.94,0.091,0.0113,22.4,184,108,2.6,4820
2026-03-08T14:00,13.55,10.09,6.95,0.103,0.0051,22.9,176,108,2.6,4820
2026-03-08T15:00,13.41,10.08,6.96,0.11,0.0017,23.3,184,108,2.6,4820
2026-03-08T16:00,13.38,9.92,6.94,0.076,0.0064,22.0,183,108,2.6,4820
2026-03-08T17:00,13.35,10.12,7.01,0.093,0,22.5,179,108,2.6,4820
2026-03-08T18:00,13.27,10.17,7.0,0.075,0.001,21.8,179,108,2.6,4820
2026-03-08T19:00,13.37,10.1,7.03,0.077,0.0044,21.9,180,108,2.6,4820
2026-03-08T20:00,13.38,9.96,7.02,0.099,0.0062,22.3,179,108,2.6,4820
2026-03-08T21:00,13.36,10.2,7.1,0.098,0,21.1,182,108,2.6,4820
2026-03-08T22:00,13.71,10.15,7.12,0.104,0,22.8,173,108,2.6,4820
2026-03-08T23:00,13.66,10.12,7.13,0.104,0.0015,21.4,173,108,2.6,4820
2026-03-09T00:00,13.8,9.92,7.13,0.084,0,20.6,173,108,2.6,4820
2026-03-09T01:00,13.83,10.08,7.15,0.124,0,21.2,182,108,2.6,4820
2026-03-09T02:00,14.04,10.19,7.14,0.097,0,20.8,179,108,2.6,4820
2026-03-09T03:00,14.17,9.95,7.12,0.108,0.0023,21.1,180,108,2.6,4820
2026-03-09T04:00,14.27,10.02,7.11,0.108,0,20.1,177,108,2.6,4820
2026-03-09T05:00,14.33,9.85,7.14,0.135,0,21.8,183,108,2.6,4820
2026-03-09T06:00,14.36,9.94,7.1,0.112,0,19.6,189,108,2.6,4820
2026-03-09T07:00,14.33,9.97,7.1,0.123,0.0064,22.0,178,108,2.6,4820
2026-03-09T08:00,14.16,9.85,7.04,0.085,0.0004,20.4,177,108,2.6,4820
2026-03-09T09:00,14.15,10.17,7.05,0.106,0.0048,20.4,177,108,2.6,4820
2026-03-09T10:00,14.1,10.03,6.98,0.092,0.0005,21.7,175,108,2.6,4820
2026-03-09T11:00,13.94,9.95,6.96,0.094,0.0058,22.1,180,108,2.6,4820
2026-03-09T12:00,13.76,10.03,6.97,0.119,0.0012,20.7,180,108,2.6,4820
2026-03-09T13:00,13.64,9.9,6.95,0.105,0,20.4,174,108,2.6,4820
2026-03-09T14:00,13.56,9.93,6.96,0.102,0,20.8,185,108,2.6,4820
2026-03-09T15:00,13.5,10.19,6.95,0.094,0.006,19.9,167,108,2.6,4820
2026-03-09T16:00,13.53,9.97,6.99,0.115,0,20.2,172,108,2.6,4820
2026-03-09T17:00,13.28,10.09,6.99,0.129,0.0003,21.5,175,108,2.6,4820
2026-03-09T18:00,13.32,9.95,6.98,0.131,0,20.3,178,108,2.6,4820
2026-03-09T19:00,13.25,10.02,7.02,0.11,0.003,20.2,176,108,2.6,4820
2026-03-09T20:00,13.31,10.06,7.06,0.13,0.0154,20.2,178,108,2.6,4820
2026-03-09T21:00,13.44,9.99,7.07,0.106,0.0107,19.4,181,108,2.6,4820
2026-03-09T22:00,13.53,9.97,7.1,0.139,0.0146,20.6,181,108,2.6,4820
2026-03-09T23:00,13.76,10.14,7.12,0.153,0.008,20.2,185,108,2.6,4820
2026-03-10T00:00,13.83,10.19,7.15,0.114,0.0149,18.8,175,108,2.6,4820
2026-03-10T01:00,13.89,10.09,7.15,0.128,0.0077,20.5,183,108,2.6,4820
2026-03-10T02:00,14.09,10.07,7.14,0.131,0.0156,18.2,181,108,2.6,4820
2026-03-10T03:00,14.33,10.17,7.12,0.13,0.0139,20.0,173,108,2.6,4820
2026-03-10T04:00,14.24,10.06,7.16,0.121,0.0152,18.8,184,108,2.6,4820
2026-03-10T05:00,14.23,9.97,7.13,0.136,0.0148,17.4,178,108,2.6,4820
2026-03-10T06:00,14.23,10.23,7.09,0.115,0.0115,19.8,178,108,2.6,4820
2026-03-10T07:00,14.38,10.0,7.08,0.129,0.0215,19.5,178,108,2.6,4820
2026-03-10T08:00,14.24,10.03,7.04,0.155,0.0172,18.1,176,108,2.6,4820
2026-03-10T09:00,14.2,10.07,7.03,0.125,0.018,17.7,173,108,2.6,4820
2026-03-10T10:00,14.1,10.12,6.99,0.149,0.0214,18.7,187,108,2.6,4820
2026-03-10T11:00,13.97,10.16,6.97,0.141,0.0162,18.7,177,108,2.6,4820
2026-03-10T12:00,13.68,10.07,6.96,0.132,0.0139,18.4,178,108,2.6,4820
2026-03-10T13:00,13.68,10.15,6.93,0.123,0.0206,19.4,175,108,2.6,4820
2026-03-10T14:00,13.52,10.06,6.97,0.136,0.0232,19.2,169,108,2.6,4820
2026-03-10T15:00,13.4,9.99,6.94,0.131,0.0194,18.6,174,108,2.6,4820
2026-03-10T16:00,13.37,10.03,6.97,0.145,0.03,18.6,175,108,2.6,4820
2026-03-10T17:00,13.31,10.12,6.97,0.155,0.0202,18.2,183,108,2.6,4820
2026-03-10T18:00,13.27,10.0,7.01,0.136,0.0217,19.6,176,108,2.6,4820
2026-03-10T19:00,13.29,10.08,7.02,0.156,0.0247,19.5,179,108,2.6,4820
2026-03-10T20:00,13.45,10.15,7.06,0.132,0.0237,18.2,177,108,2.6,4820
2026-03-10T21:00,13.32,10.06,7.09,0.146,0.0234,18.1,180,108,2.6,4820
2026-03-10T22:00,13.47,10.12,7.09,0.155,0.0232,17.8,175,108,2.6,4820
2026-03-10T23:00,13.67,10.0,7.14,0.173,0.0283,17.9,181,108,2.6,4820
2026-03-11T00:00,13.71,9.98,7.11,0.152,0.0239,17.8,178,108,2.6,4820
2026-03-11T01:00,13.8,9.97,7.16,0.151,0.0238,17.4,173,108,2.6,4820
2026-03-11T02:00,13.99,10.15,7.15,0.167,0.0218,17.6,174,108,2.6,4820
2026-03-11T03:00,14.18,10.21,7.11,0.157,0.0229,18.2,182,108,2.6,4820
2026-03-11T04:00,14.25,10.11,7.15,0.179,0.0313,17.9,184,108,2.6,4820
2026-03-11T05:00,14.29,10.01,7.12,0.163,0.0297,17.2,181,108,2.6,4820
2026-03-11T06:00,14.32,9.9,7.1,0.167,0.0295,17.5,178,108,2.6,4820
2026-03-11T07:00,14.14,10.04,7.08,0.181,0.0198,18.3,177,108,2.6,4820
2026-03-11T08:00,14.28,10.04,7.03,0.2,0.0242,17.5,177,108,2.6,4820
2026-03-11T09:00,14.09,10.25,7.04,0.167,0.0209,18.6,182,108,2.6,4820
2026-03-11T10:00,14.1,10.02,7.01,0.176,0.0226,17.0,182,108,2.6,4820
2026-03-11T11:00,13.89,10.1,7.01,0.173,0.0316,18.9,180,108,2.6,4820
2026-03-11T12:00,13.73,10.22,6.97,0.177,0.0257,18.4,179,108,2.6,4820
2026-03-11T13:00,13.6,10.03,6.95,0.189,0.0295,18.5,181,108,2.6,4820
2026-03-11T14:00,13.46,10.18,6.96,0.191,0.0333,17.4,174,108,2.6,4820
2026-03-11T15:00,13.5,9.9,6.94,0.198,0.0263,17.6,172,108,2.6,4820
2026-03-11T16:00,13.29,10.06,6.95,0.19,0.02,18.2,173,108,2.6,4820
2026-03-11T17:00,13.25,10.09,6.99,0.167,0.0365,17.2,179,108,2.6,4820
2026-03-11T18:00,13.31,10.05,7.03,0.198,0.0262,18.4,175,108,2.6,4820
2026-03-11T19:00,13.3,10.12,7.06,0.187,0.0381,17.9,175,108,2.6,4820
2026-03-11T20:00,13.41,10.2,7.04,0.2,0.0269,17.3,179,108,2.6,4820
2026-03-11T21:00,13.45,10.15,7.07,0.161,0.0274,17.4,177,108,2.6,4820
2026-03-11T22:00,13.57,10.15,7.09,0.184,0.0266,16.8,173,108,2.6,4820
2026-03-11T23:00,13.69,10.1,7.11,0.198,0.0333,18.6,177,108,2.6,4820
2026-03-12T00:00,13.73,10.12,7.15,0.199,0.0292,18.4,181,108,2.6,4820
2026-03-12T01:00,13.97,10.13,7.16,0.188,0.0301,18.2,176,108,2.6,4820
2026-03-12T02:00,14.15,10.18,7.15,0.185,0.0282,18.8,177,108,2.6,4820
2026-03-12T03:00,14.08,10.07,7.13,0.212,0.03,18.2,174,108,2.6,4820
2026-03-12T04:00,14.25,10.26,7.14,0.177,0.0316,17.8,174,108,2.6,4820
2026-03-12T05:00,14.28,9.89,7.11,0.193,0.0313,17.3,173,108,2.6,4820
2026-03-12T06:00,14.39,10.19,7.1,0.203,0.0271,18.1,177,108,2.6,4820
2026-03-12T07:00,14.28,10.1,7.07,0.199,0.0297,17.5,177,108,2.6,4820
2026-03-12T08:00,14.25,10.05,7.03,0.185,0.0269,17.5,176,108,2.6,4820
2026-03-12T09:00,14.27,10.14,7.04,0.185,0.0379,17.8,178,108,2.6,4820
2026-03-12T10:00,14.07,10.22,7.0,0.185,0.0376,17.0,181,108,2.6,4820
2026-03-12T11:00,13.87,10.07,7.0,0.185,0.0329,18.3,174,108,2.6,4820
2026-03-12T12:00,13.78,10.11,6.94,0.184,0.0278,17.1,176,108,2.6,4820
2026-03-12T13:00,13.63,10.23,6.96,0.163,0.0287,17.3,180,108,2.6,4820
2026-03-12T14:00,13.49,10.0,6.95,0.194,0.0296,17.4,179,108,2.6,4820
2026-03-12T15:00,13.43,10.15,6.93,0.189,0.0285,18.1,183,108,2.6,4820
2026-03-12T16:00,13.3,10.24,6.95,0.203,0.0262,16.8,175,108,2.6,4820
2026-03-12T17:00,13.29,10.1,6.96,0.17,0.0243,18.1,175,108,2.6,4820
2026-03-12T18:00,13.3,10.17,7.01,0.182,0.0293,17.0,185,108,2.6,4820
2026-03-12T19:00,13.36,10.1,7.01,0.194,0.0311,18.6,183,108,2.6,4820
2026-03-12T20:00,13.33,9.98,7.05,0.189,0.0298,19.1,178,108,2.6,4820
2026-03-12T21:00,13.32,10.11,7.07,0.171,0.0257,17.3,179,108,2.6,4820
2026-03-12T22:00,13.54,10.17,7.09,0.179,0.0272,16.7,175,108,2.6,4820
2026-03-12T23:00,13.71,10.09,7.1,0.194,0.0276,17.6,174,108,2.6,4820
2026-03-13T00:00,13.88,10.12,7.16,0.165,0.025,18.1,185,108,2.6,4820
2026-03-13T01:00,13.95,10.04,7.17,0.183,0.0292,17.7,172,108,2.6,4820
2026-03-13T02:00,14.11,9.99,7.17,0.169,0.0306,17.1,169,108,2.6,4820
2026-03-13T03:00,14.2,10.05,7.15,0.211,0.0297,17.0,178,108,2.6,4820
2026-03-13T04:00,14.17,10.13,7.12,0.179,0.0274,18.5,181,108,2.6,4820
2026-03-13T05:00,14.33,10.14,7.12,0.203,0.0291,18.6,174,108,2.6,4820
2026-03-13T06:00,14.28,10.07,7.07,0.192,0.035,17.1,178,108,2.6,4820
2026-03-13T07:00,14.26,9.99,7.06,0.186,0.0222,17.5,178,108,2.6,4820
2026-03-13T08:00,14.19,9.97,7.03,0.208,0.0238,18.4,180,108,2.6,4820
2026-03-13T09:00,14.13,10.19,7.0,0.206,0.0254,17.3,182,108,2.6,4820
2026-03-13T10:00,14.07,10.04,7.03,0.192,0.0242,18.7,175,108,2.6,4820
2026-03-13T11:00,13.8,10.08,6.97,0.209,0.0278,17.4,180,108,2.6,4820
2026-03-13T12:00,13.9,10.19,6.96,0.192,0.028,17.5,178,108,2.6,4820
